"","date","mkt_excess","smb","hml","rf"
"613",2011-01-01,0.0198,-0.0229,0.0061,1e-04
"614",2011-02-01,0.0348,0.015,0.0118,1e-04
"615",2011-03-01,0.0045,0.0249,-0.0184,1e-04
"616",2011-04-01,0.029,-0.0042,-0.0244,0
"617",2011-05-01,-0.0127,-0.0073,-0.0185,0
"618",2011-06-01,-0.0174,-0.0027,-0.002,0
"619",2011-07-01,-0.0235,-0.0118,-0.009,0
"620",2011-08-01,-0.0596,-0.0296,-0.0243,1e-04
"621",2011-09-01,-0.0758,-0.0312,-0.0153,0
"622",2011-10-01,0.1133,0.0305,6e-04,0
"623",2011-11-01,-0.0027,-0.0018,-0.0052,0
"624",2011-12-01,0.0075,-0.0056,0.0154,0
"625",2012-01-01,0.0505,0.0201,-0.0093,0
"626",2012-02-01,0.0442,-0.0184,0.0042,0
"627",2012-03-01,0.0312,-0.0063,0.0119,0
"628",2012-04-01,-0.0085,-0.0037,-0.0077,0
"629",2012-05-01,-0.0617,0.0012,-0.0095,1e-04
"630",2012-06-01,0.0389,0.0072,0.0055,0
"631",2012-07-01,0.0079,-0.0276,-6e-04,0
"632",2012-08-01,0.0254,0.0048,0.0125,1e-04
"633",2012-09-01,0.0273,0.0045,0.0163,1e-04
"634",2012-10-01,-0.0176,-0.011,0.0352,1e-04
"635",2012-11-01,0.0078,0.006,-0.0087,1e-04
"636",2012-12-01,0.0118,0.0149,0.0352,1e-04
"637",2013-01-01,0.0557,0.0028,0.0101,0
"638",2013-02-01,0.0128,-0.0029,0.0018,0
"639",2013-03-01,0.0404,0.0083,-0.0021,0
"640",2013-04-01,0.0156,-0.0237,0.0046,0
"641",2013-05-01,0.028,0.0167,0.0271,0
"642",2013-06-01,-0.012,0.0131,-4e-04,0
"643",2013-07-01,0.0565,0.0182,0.0057,0
"644",2013-08-01,-0.0271,0.0032,-0.0273,0
"645",2013-09-01,0.0377,0.0289,-0.0118,0
"646",2013-10-01,0.0417,-0.0156,0.0122,0
"647",2013-11-01,0.0311,0.0131,0.0019,0
"648",2013-12-01,0.0281,-0.0044,0,0
"649",2014-01-01,-0.0332,0.0093,-0.0199,0
"650",2014-02-01,0.0466,0.0036,-0.0035,0
"651",2014-03-01,0.0043,-0.0186,0.049,0
"652",2014-04-01,-0.0018,-0.0418,0.0122,0
"653",2014-05-01,0.0205,-0.0185,-0.001,0
"654",2014-06-01,0.026,0.0305,-0.0071,0
"655",2014-07-01,-0.0203,-0.0417,-8e-04,0
"656",2014-08-01,0.0424,0.004,-0.0058,0
"657",2014-09-01,-0.0196,-0.036,-0.0147,0
"658",2014-10-01,0.0251,0.0402,-0.0167,0
"659",2014-11-01,0.0256,-0.0205,-0.0313,0
"660",2014-12-01,-5e-04,0.0252,0.0211,0
"661",2015-01-01,-0.031,-0.0061,-0.0348,0
"662",2015-02-01,0.0613,0.0064,-0.0175,0
"663",2015-03-01,-0.0111,0.0306,-0.0038,0
"664",2015-04-01,0.0059,-0.0298,0.0181,0
"665",2015-05-01,0.0137,0.0096,-0.011,0
"666",2015-06-01,-0.0152,0.0295,-0.008,0
"667",2015-07-01,0.0157,-0.0417,-0.0416,0
"668",2015-08-01,-0.0602,0.0037,0.0275,0
"669",2015-09-01,-0.0306,-0.0263,0.0055,0
"670",2015-10-01,0.0775,-0.0191,-0.0046,0
"671",2015-11-01,0.0057,0.0358,-0.0043,0
"672",2015-12-01,-0.0215,-0.028,-0.0257,1e-04
"673",2016-01-01,-0.0574,-0.034,0.0208,1e-04
"674",2016-02-01,-6e-04,0.0073,-0.0061,2e-04
"675",2016-03-01,0.0695,0.0075,0.0123,2e-04
"676",2016-04-01,0.0092,0.0077,0.0322,1e-04
"677",2016-05-01,0.0178,-0.0018,-0.0162,1e-04
"678",2016-06-01,-3e-04,0.006,-0.0149,2e-04
"679",2016-07-01,0.0394,0.0247,-0.0127,2e-04
"680",2016-08-01,0.0049,0.0119,0.0317,2e-04
"681",2016-09-01,0.0027,0.0209,-0.0122,2e-04
"682",2016-10-01,-0.0201,-0.0441,0.041,2e-04
"683",2016-11-01,0.0486,0.056,0.0832,1e-04
"684",2016-12-01,0.0181,0.0013,0.035,3e-04
"685",2017-01-01,0.0194,-0.0116,-0.0274,4e-04
"686",2017-02-01,0.0355,-0.0213,-0.0152,4e-04
"687",2017-03-01,0.0017,0.0113,-0.0333,3e-04
"688",2017-04-01,0.0108,0.0068,-0.0208,5e-04
"689",2017-05-01,0.0107,-0.0251,-0.0382,6e-04
"690",2017-06-01,0.0079,0.0222,0.0151,6e-04
"691",2017-07-01,0.0188,-0.0145,-0.0023,7e-04
"692",2017-08-01,0.0018,-0.0167,-0.0213,9e-04
"693",2017-09-01,0.0249,0.0445,0.0315,9e-04
"694",2017-10-01,0.0226,-0.0193,0.0013,9e-04
"695",2017-11-01,0.0312,-0.006,-9e-04,8e-04
"696",2017-12-01,0.0106,-0.0132,5e-04,9e-04
"697",2018-01-01,0.0558,-0.0316,-0.0132,0.0011
"698",2018-02-01,-0.0364,0.0027,-0.011,0.0011
"699",2018-03-01,-0.0235,0.0405,-0.0021,0.0012
"700",2018-04-01,0.0027,0.0109,0.0053,0.0014
"701",2018-05-01,0.0266,0.0524,-0.0314,0.0014
"702",2018-06-01,0.0049,0.0111,-0.0233,0.0014
"703",2018-07-01,0.032,-0.0222,0.0047,0.0016
"704",2018-08-01,0.0345,0.0117,-0.0393,0.0016
"705",2018-09-01,6e-04,-0.0229,-0.0168,0.0015
"706",2018-10-01,-0.0765,-0.0467,0.0343,0.0019
"707",2018-11-01,0.0171,-0.0072,0.0034,0.0018
"708",2018-12-01,-0.0955,-0.0233,-0.0188,0.0019
"709",2019-01-01,0.0837,0.0273,-0.004,0.0021
"710",2019-02-01,0.0342,0.0205,-0.0266,0.0018
"711",2019-03-01,0.011,-0.0306,-0.0416,0.0019
"712",2019-04-01,0.0397,-0.0169,0.0213,0.0021
"713",2019-05-01,-0.0692,-0.0122,-0.0236,0.0021
"714",2019-06-01,0.0699,0.001,-0.0072,0.0018
"715",2019-07-01,0.0123,-0.0196,0.005,0.0019
"716",2019-08-01,-0.0255,-0.0239,-0.0477,0.0016
"717",2019-09-01,0.0141,-0.0097,0.0676,0.0018
"718",2019-10-01,0.0207,0.0027,-0.0192,0.0015
"719",2019-11-01,0.0387,0.0072,-0.02,0.0012
"720",2019-12-01,0.0277,0.0076,0.0173,0.0014
"721",2020-01-01,-0.0011,-0.031,-0.0622,0.0013
"722",2020-02-01,-0.0815,0.0108,-0.0382,0.0012
"723",2020-03-01,-0.1337,-0.0469,-0.1383,0.0012
"724",2020-04-01,0.136,0.025,-0.0134,0
"725",2020-05-01,0.0557,0.024,-0.05,1e-04
"726",2020-06-01,0.0245,0.0267,-0.0217,1e-04
"727",2020-07-01,0.0583,-0.0235,-0.0144,1e-04
"728",2020-08-01,0.0762,-0.002,-0.0302,1e-04
"729",2020-09-01,-0.0364,6e-04,-0.0272,1e-04
"730",2020-10-01,-0.0208,0.0434,0.0425,1e-04
"731",2020-11-01,0.1245,0.0581,0.0209,1e-04
"732",2020-12-01,0.0463,0.0501,-0.0168,1e-04
"733",2021-01-01,-7e-04,0.0714,0.0322,0
"734",2021-02-01,0.0281,0.0202,0.072,0
"735",2021-03-01,0.0317,-0.0233,0.0735,0
"736",2021-04-01,0.0495,-0.0319,-0.0102,0
"737",2021-05-01,0.003,-0.002,0.0704,0
"738",2021-06-01,0.0274,0.017,-0.0786,0
"739",2021-07-01,0.0134,-0.0393,-0.018,0
"740",2021-08-01,0.0294,-0.0032,-0.0023,0
"741",2021-09-01,-0.044,0.0066,0.0512,0
"742",2021-10-01,0.0663,-0.0226,-0.0053,0
"743",2021-11-01,-0.0158,-0.0131,-0.0037,0
"744",2021-12-01,0.0323,-0.0163,0.0325,1e-04
"745",2022-01-01,-0.0616,-0.0593,0.1286,0
"746",2022-02-01,-0.0228,0.0216,0.0306,0
"747",2022-03-01,0.0308,-0.0155,-0.019,0
"748",2022-04-01,-0.0941,-0.0135,0.0618,0
"749",2022-05-01,-0.0034,-0.0184,0.0844,3e-04
"750",2022-06-01,-0.084,0.0207,-0.06,6e-04
"751",2022-07-01,0.0957,0.0286,-0.0413,8e-04
"752",2022-08-01,-0.0377,0.0141,0.0018,0.0019
"753",2022-09-01,-0.0934,-0.0076,3e-04,0.0019
"754",2022-10-01,0.0785,1e-04,0.0797,0.0023
"755",2022-11-01,0.0465,-0.0357,0.0148,0.0029
"756",2022-12-01,-0.0638,-0.0076,0.0134,0.0033
"757",2023-01-01,0.0661,0.0501,-0.0394,0.0035
"758",2023-02-01,-0.0257,0.0105,-0.008,0.0034
"759",2023-03-01,0.0248,-0.0548,-0.0905,0.0036
"760",2023-04-01,0.0062,-0.0337,-0.0012,0.0035
"761",2023-05-01,0.0034,0.016,-0.0779,0.0036
"762",2023-06-01,0.0646,0.0149,-0.0013,0.004
"763",2023-07-01,0.0321,0.0205,0.0406,0.0045
"764",2023-08-01,-0.0236,-0.0313,-0.0115,0.0045
"765",2023-09-01,-0.0523,-0.025,0.015,0.0043
"766",2023-10-01,-0.0315,-0.0387,0.0022,0.0047
"767",2023-11-01,0.0888,-0.0011,0.0166,0.0044
"768",2023-12-01,0.0485,0.0628,0.0487,0.0043
"769",2024-01-01,0.0073,-0.0504,-0.0237,0.0047
"770",2024-02-01,0.0507,-0.0026,-0.0343,0.0042
"771",2024-03-01,0.0284,-0.025,0.0416,0.0043
"772",2024-04-01,-0.0465,-0.0238,-0.0045,0.0047
"773",2024-05-01,0.0433,0.0053,-0.0133,0.0044
"774",2024-06-01,0.028,-0.03,-0.0336,0.0041
"775",2024-07-01,0.0122,0.0681,0.0557,0.0045
"776",2024-08-01,0.016,-0.0349,-0.0113,0.0048
"777",2024-09-01,0.0172,-0.0013,-0.0273,0.004
"778",2024-10-01,-0.01,-0.0095,0.0091,0.0039
"779",2024-11-01,0.0649,0.0449,0.0038,0.004
"780",2024-12-01,-0.0317,-0.027,-0.0297,0.0037
"781",2025-01-01,0.028,-0.02,0.0176,0.0037
"782",2025-02-01,-0.0244,-0.0577,0.0484,0.0033
"783",2025-03-01,-0.0639,-0.0272,0.0287,0.0034
"784",2025-04-01,-0.0084,-0.0057,-0.0329,0.0035
"785",2025-05-01,0.0606,0.0061,-0.0281,0.0038
"786",2025-06-01,0.0486,0.0071,-0.0143,0.0034
"787",2025-07-01,0.0198,0.003,-0.0134,0.0034
"788",2025-08-01,0.0184,0.038,0.0437,0.0038
"789",2025-09-01,0.0339,-0.0183,-0.0105,0.0033
"790",2025-10-01,0.0196,-0.0057,-0.0318,0.0037
"791",2025-11-01,-0.0013,0.004,0.0376,0.003
"792",2025-12-01,-0.0036,-0.0104,0.024,0.0034
"793",2026-01-01,0.0103,0.0218,0.038,0.003
"794",2026-02-01,-0.0117,0.0016,0.028,0.0028
"795",2026-03-01,-0.0518,0.0044,0.0329,0.0029
"796",2026-04-01,0.0995,0.0019,-0.0137,0.0029
"797",2026-05-01,0.0491,-0.0159,-0.0231,0.0031
"798",2026-06-01,-0.0107,0.0339,0.0358,0.0029
"799",2026-07-01,-0.006,-0.0196,0.0211,0.0033
