yearmo,SENT,SENT_ORTH
201607,-0.20133012533187866,-0.20454244315624237
201608,-0.19339746236801147,-0.18525341153144836
201609,-0.31079599261283875,-0.27216848731040955
201610,-0.29663002490997314,-0.21225732564926147
201611,-0.24736356735229492,-0.22005502879619598
201612,-0.22971199452877045,-0.24894893169403076
201701,-0.3530978262424469,-0.28565308451652527
201702,-0.3161276876926422,-0.260375052690506
201703,-0.27602070569992065,-0.25970974564552307
201704,-0.34175094962120056,-0.32302820682525635
201705,-0.25783777236938477,-0.23467999696731567
201706,-0.3481276333332062,-0.35973110795021057
201707,-0.3616930842399597,-0.35200393199920654
201708,-0.39948132634162903,-0.3354942500591278
201709,-0.21263571083545685,-0.16662311553955078
201710,-0.17741356790065765,-0.16190467774868011
201711,-0.19380052387714386,-0.14639686048030853
201712,-0.17875202000141144,-0.2240312099456787
201801,-0.08852167427539825,-0.08901993930339813
201802,-0.01753879152238369,0.0002578407875262201
201803,0.03513244166970253,0.06554330885410309
201804,-0.20120172202587128,-0.16563576459884644
201805,-0.2317017763853073,-0.12147870659828186
201806,-0.23351417481899261,-0.1719508320093155
201807,-0.18613144755363464,-0.1418076753616333
201808,-0.1816900372505188,-0.14408992230892181
201809,-0.23621965944766998,-0.23926867544651031
201810,-0.3063141107559204,-0.24722479283809662
201811,-0.33542782068252563,-0.34068164229393005
201812,-0.3818250894546509,-0.3280141055583954
201901,-0.20237448811531067,-0.11734107881784439
201902,-0.159128800034523,-0.04511287808418274
201903,-0.11216294020414352,0.035021938383579254
201904,-0.0814095064997673,0.15924453735351562
201905,-0.014721814543008804,0.10746295750141144
201906,0.0424279160797596,0.21974188089370728
201907,0.036551378667354584,0.20098905265331268
201908,0.11719471216201782,0.25832340121269226
201909,0.1033075749874115,0.28590983152389526
201910,-0.05182595178484917,0.1529056429862976
201911,-0.016303598880767822,0.08683523535728455
201912,-0.031709760427474976,0.2084185779094696
202001,0.14932015538215637,0.2986030578613281
202002,0.027485588565468788,0.19607612490653992
202003,-0.06730370968580246,0.7092791199684143
202004,-0.08060392737388611,0.9779868721961975
202005,-0.07807675004005432,0.34088513255119324
202006,0.008184009231626987,0.20615674555301666
202007,0.03844092786312103,0.03602588549256325
202008,0.0784594863653183,0.05178297311067581
202009,0.07165344804525375,-0.05603591725230217
202010,0.20268012583255768,0.060021478682756424
202011,0.29357093572616577,0.1761896163225174
202012,0.4524485468864441,0.260947048664093
202101,0.8114380836486816,0.5303311944007874
202102,1.132193684577942,1.0571904182434082
202103,1.335667371749878,0.8606541156768799
202104,1.0751116275787354,1.0785489082336426
202105,1.223009705543518,0.6391828060150146
202106,1.3409738540649414,0.7047314643859863
202107,1.514198899269104,0.974703848361969
202108,1.7676622867584229,1.267421007156372
202109,1.8587837219238281,1.4625247716903687
202110,1.8575122356414795,1.5616569519042969
202111,2.167231559753418,1.988206148147583
202112,2.4129791259765625,2.367018222808838
202201,2.419248342514038,2.37453293800354
202202,2.2235138416290283,2.2347218990325928
202203,1.9994522333145142,1.6652815341949463
202204,1.5306891202926636,1.236838459968567
202205,1.4067637920379639,1.4438457489013672
202206,1.3353992700576782,1.464669942855835
202207,1.1743335723876953,1.4517511129379272
202208,1.2787944078445435,1.4502180814743042
202209,1.148502230644226,1.2821205854415894
202210,1.0648860931396484,1.1509943008422852
202211,0.8266723155975342,0.9402171969413757
202212,0.4640932083129883,0.6386957764625549
202301,0.3670459985733032,0.38324570655822754
202302,0.4745005667209625,0.5810000896453857
202303,0.42609670758247375,0.5087441802024841
202304,-0.0002613356336951256,0.05921872332692146
202305,-0.12327507883310318,0.009959113784134388
202306,-0.11222834140062332,-0.003334603039547801
202307,0.08236926048994064,0.18926459550857544
202308,0.07880999892950058,0.21930822730064392
202309,0.07897034287452698,0.2581193745136261
202310,0.05762637034058571,0.22817204892635345
202311,-0.2304457277059555,0.005650789476931095
202312,-0.2816776633262634,-0.045635294169187546
202401,-0.15188252925872803,-0.012167275883257389
202402,-0.4871516823768616,-0.36855190992355347
202403,-0.5240588784217834,-0.3346939980983734
202404,-0.6062955260276794,-0.46320441365242004
202405,-0.43743884563446045,-0.33384859561920166
202406,-0.46664732694625854,-0.42591550946235657
202407,-0.5268328189849854,-0.4513755142688751
202408,-0.5987315773963928,-0.5593361854553223
202409,-0.5694214105606079,-0.5151188969612122
202410,-0.6545222997665405,-0.576863706111908
202411,-0.5655246376991272,-0.41666826605796814
202412,-0.37628480792045593,-0.298855185508728
202501,-0.3962607979774475,-0.2166716605424881
202502,-0.498380571603775,-0.31181055307388306
202503,-0.45248204469680786,-0.3144429624080658
202504,-0.6501243710517883,-0.517075777053833
202505,-0.6603838205337524,-0.5175925493240356
202506,-0.6531997323036194,-0.5271368622779846
202507,-0.6542724967002869,-0.6286607384681702
202508,-0.6077545881271362,-0.5233355164527893
202509,-0.5395344495773315,-0.5197701454162598
202510,-0.3890613913536072,
202511,-0.2709992825984955,-0.30577903985977173
202512,0.12571176886558533,0.06564764678478241
