ym,cape,gs10
189312,15.612694335464935,3.704166666666667
189401,15.739869351948228,3.7
189402,16.20273659644993,3.6800000000000006
189403,17.187622088121934,3.66
189404,17.43484907805246,3.64
189405,16.808751920918013,3.62
189406,16.60631969529253,3.6000000000000005
189407,16.289679714916954,3.58
189408,16.457777072998372,3.5599999999999996
189409,16.522315444877222,3.54
189410,16.50290420570843,3.5200000000000005
189411,16.542784447444557,3.5
189412,16.67246633376773,3.4800000000000004
189501,16.52444393516272,3.46
189502,16.331237693211413,3.4716666666666667
189503,16.364625427174804,3.4833333333333334
189504,16.387543823686304,3.495
189505,17.080369553382397,3.506666666666667
189506,17.207413539783396,3.518333333333333
189507,17.54601464874056,3.53
189508,18.074072547241798,3.541666666666667
189509,18.200335946605467,3.5533333333333332
189510,17.944706622466477,3.5649999999999995
189511,17.342998991921693,3.5766666666666667
189512,16.54841515666796,3.588333333333334
189601,16.57622482856819,3.6
189602,17.51540335263728,3.5833333333333335
189603,17.23236271229861,3.5666666666666664
189604,17.643699378130005,3.55
189605,17.828266894232826,3.533333333333333
189606,17.777578616430464,3.5166666666666666
189607,16.637100103394587,3.5
189608,15.703370546226878,3.4833333333333334
189609,16.544339943032018,3.466666666666667
189610,16.43886680472589,3.4499999999999997
189611,17.08942524237112,3.4333333333333336
189612,16.501404180590093,3.4166666666666665
189701,17.026521282380557,3.4
189702,16.894025883254095,3.3958333333333335
189703,16.95803071672104,3.3916666666666666
189704,16.69685743473466,3.3874999999999997
189705,17.047755129229383,3.3833333333333333
189706,17.85049728069061,3.3791666666666664
189707,18.65197575582029,3.375
189708,19.00639601051944,3.3708333333333336
189709,19.37237029339779,3.3666666666666667
189710,19.02803122390242,3.3625000000000003
189711,18.35844809805022,3.3583333333333334
189712,18.748757662525502,3.3541666666666665
189801,19.24900002181375,3.35
189802,18.91813188800214,3.3291666666666666
189803,18.042174923468675,3.308333333333333
189804,17.705089426411774,3.2875
189805,17.595635274512816,3.2666666666666666
189806,19.54481748054799,3.2458333333333336
189807,19.858943014167306,3.225
189808,20.54491517915327,3.2041666666666666
189809,20.442732862691297,3.1833333333333336
189810,19.94719982577366,3.1625
189811,20.52741632481129,3.1416666666666666
189812,21.40363198544818,3.1208333333333336
189901,22.932807416487186,3.1
189902,23.048117549980198,3.104166666666667
189903,23.279682245508724,3.1083333333333334
189904,23.152421525686496,3.1125000000000003
189905,22.09126936083419,3.116666666666667
189906,21.21209192504683,3.1208333333333336
189907,21.561425634523125,3.125
189908,21.726237373055454,3.129166666666667
189909,20.591140514113782,3.1333333333333337
189910,20.15371346068661,3.1374999999999997
189911,20.1964575208023,3.1416666666666666
189912,18.512649643600202,3.145833333333333
190001,18.674275362444785,3.15
190002,18.703797417251437,3.145833333333333
190003,18.775793421238376,3.1416666666666666
190004,18.936402033322736,3.1374999999999997
190005,18.40319701695042,3.1333333333333337
190006,17.992711584303983,3.129166666666667
190007,17.689545468952808,3.125
190008,18.06961466678419,3.1208333333333336
190009,17.341874151224708,3.116666666666667
190010,18.102398784556048,3.1125000000000003
190011,19.419584603760754,3.1083333333333334
190012,20.74405116087084,3.104166666666667
190101,20.978581834536186,3.1
190102,21.679149848206187,3.106666666666667
190103,22.347583950683845,3.1133333333333333
190104,24.4097169948272,3.12
190105,23.064012684863545,3.126666666666667
190106,25.23846620596033,3.1333333333333333
190107,23.14484855370808,3.14
190108,23.077177713844357,3.146666666666667
190109,22.590468316860218,3.1533333333333333
190110,22.252901618408902,3.16
