yyyymm,PLS_SENT,PLS_SENT_ORTH
201807,-0.7059943940071711,-0.6589838323242593
201808,-0.7071768949084171,-0.8510141342829938
201809,-0.7904361936240224,-1.043806479959489
201810,-0.6178491301399105,-0.6231915820401192
201811,-0.6619135950109823,-0.7767927668942138
201812,-0.6746065460770307,-0.8562144872688315
201901,-0.6267806990193243,-0.7315219521333359
201902,-0.6806767413128446,-0.7118144918576849
201903,-0.6629942893375734,-0.5478642011852287
201904,-0.5846177030495728,-0.2668520126854331
201905,-0.5288824932316483,-0.5259926763280875
201906,-0.4225650319962874,-0.1917179685829977
201907,-0.4455405360319503,-0.1907111652941209
201908,-0.4434029028075745,-0.124537399170192
201909,-0.436917619621889,-0.06767338869205435
201910,-0.4867058559761004,-0.1543908586864
201911,-0.4494841597697455,-0.1656982866267263
201912,-0.4485273773315497,0.1700478359924898
202001,-0.4920438649202075,-0.0660783003272112
202002,-0.4375340074409872,-0.03525433831112659
202003,-0.4894860320654969,0.08197372174377983
202004,-0.5342187575088255,-0.2410979492781181
202005,-0.4761313214866023,0.5326506793467675
202006,-0.3270803723471628,0.2579357672334409
202007,-0.2988695160199684,0.03049415562532037
202008,-0.2540823982995895,0.07069090450531611
202009,-0.2518996225836203,0.1591601492894113
202010,-0.273105083647841,-0.03729698802025374
202011,-0.2458944574895687,0.1074459384891396
202012,-0.02862434051500373,0.03498969346150019
202101,0.1812622534243792,0.3780190078866721
202102,0.3833766958514165,0.7984989953949287
202103,0.4861417153698278,-0.7620328604042113
202104,0.5839831329391476,-0.1186278179438342
202105,0.6973964881632302,-0.3696886126662173
202106,0.7039846250610425,0.03763299822897643
202107,0.9495454036896548,0.4711685461463
202108,1.288069594005327,0.9446436889225361
202109,1.293971014604881,0.918382139914891
202110,1.141951747793673,0.9464066030982367
202111,1.291124123615692,1.140814468666051
202112,1.653260191947005,1.621209437041132
202201,1.514641737979194,1.365848268949695
202202,1.329761194808961,1.004280723870413
202203,1.010390928738376,0.9968518340189363
202204,0.9968922439291015,0.1838335716070454
202205,0.9621095961558646,1.268997428741232
202206,0.9021261784360756,1.295475050113121
202207,0.7299519237251604,1.250800360899143
202208,0.6229444790192483,0.8837660546193769
202209,0.5371157796002435,0.6811702605081548
202210,0.3843488887638474,0.4155419911360183
202211,0.4341237865913221,0.4134382305626495
202212,0.1371503094741399,0.07900270268397185
202301,-0.03634972749073689,-0.2071756773362211
202302,0.05790429577420562,-0.1274680872145448
202303,0.1434498335835724,0.08107772066271951
202304,0.247498356872288,0.2108992957029379
202305,0.2136409608270528,-0.08934950222552977
202306,0.2121692068146039,-0.1797032780289447
202307,0.3865722751821046,-0.06154164295694665
202308,0.396517112791411,0.2267275102746095
202309,0.3689214718237578,0.2889434294964222
202310,0.8279888945636826,0.7713696440114817
202311,0.2148241508888086,0.1673424134413712
202312,0.3911047467342208,0.3375542112679649
