yyyymm,PLS_SENT,PLS_SENT_ORTH
201306,-0.3037623672695347,-0.02878063716564485
201307,-0.3809755437777836,-0.04152150556476834
201308,-0.4116774687457772,-0.3851371139200938
201309,-0.3546851696244243,-0.369415138276295
201310,-0.3477021232049893,-0.3673976659779478
201311,-0.3378148637859198,-0.2363154766426155
201312,-0.2661230807090767,-0.1343807489328263
201401,-0.2417516658528112,-0.2132107520326451
201402,-0.2195763713671418,-0.2140803332498085
201403,-0.3228842643212915,-0.241066031210787
201404,-0.3343240852405373,-0.1315068281328563
201405,-0.3500269687642152,-0.2894966424948404
201406,-0.3275910348727946,-0.3317628641334965
201407,-0.2891198673753509,-0.437741897844832
201408,-0.2950357785284557,-0.2963283142854077
201409,-0.2402426286962424,-0.228683176358019
201410,-0.1933466348263148,-0.2103659694528102
201411,-0.1549187314701452,-0.2645993995050125
201412,-0.1707803635788676,-0.3653960596972746
201501,-0.128446788672895,-0.3387643785451486
201502,-0.1760427473816681,-0.3103984985006764
201503,-0.08188486053031066,-0.09140224712127137
201504,-0.1450963199748199,-0.3297904410090166
201505,-0.1946245873082995,-0.1731895790812278
201506,-0.22959897993784,-0.1924161248619017
201507,-0.3196819385620841,-0.237218057926621
201508,-0.3292489618853883,-0.2747991314965842
201509,-0.3980768225000112,-0.2806935336839332
201510,-0.54716896302691,-0.4082457951012061
201511,-0.5852895596223748,-0.2517216864084492
201512,-0.590208274791783,-0.1547178675412419
201601,-0.605455072586591,-0.1343929588977493
201602,-0.6919222469907567,-0.3288301920409779
201603,-0.8558257423643048,-0.5433063557285823
201604,-0.7841850844845925,-0.4095371300495588
201605,-0.8204669143163107,-0.6187954728702698
201606,-0.7695307255233386,-0.5917037006726564
201607,-0.6889486189668426,-0.5921318080253855
201608,-0.6638392461112071,-0.5216795880510311
201609,-0.6192077998041415,-0.4287880190134458
201610,-0.5742795714584887,-0.3419101666643198
201611,-0.5602896992561547,-0.4949790314428876
201612,-0.5642383157731318,-0.5838482945080442
201701,-0.6325050256165445,-0.498357862404992
201702,-0.5614675761962554,-0.329669402834547
201703,-0.5226271529317981,-0.408430543164741
201704,-0.6308354118200487,-0.5795120686397889
201705,-0.5742933443935538,-0.5455665133281921
201706,-0.6765716204547783,-0.6912477801406472
201707,-0.7960310481006913,-0.6814498896482464
201708,-0.8952466783278733,-0.7054700618934295
201709,-0.7162378199944517,-0.5557189034540198
201710,-0.6559787251380135,-0.6869460125413813
201711,-0.6636552987029387,-0.5943789150127612
201712,-0.7001406328080859,-0.6452872263583711
201801,-0.7220702363913748,-0.7683453530471649
201802,-0.726298155073453,-0.8343650454985249
201803,-0.6881066223795534,-0.7678408682643849
201804,-0.6923001256531733,-0.7701517881927059
201805,-0.7249569989677443,-0.5542759498366829
201806,-0.8004065857583154,-0.7208319501095443
